,problem,language,branching_factor,max_programs,beam_width,debug_prompt_id,batch_size
641,paired-digits,Python,1,1000,1,8,10
642,shopping-list,Python,1,1000,1,8,10
643,snow-day,Python,1,1000,1,8,10
644,solve-boolean,Python,1,1000,1,8,10
645,spin-words,Python,1,1000,1,8,10
646,square-digits,Python,1,1000,1,8,10
647,substitution-cipher,Python,1,1000,1,8,10
648,twitter,Python,1,1000,1,8,10
649,vector-distance,Python,1,1000,1,8,10
650,basement,C++,1,1000,1,9,10
651,bouncing-balls,C++,1,1000,1,9,10
652,bowling,C++,1,1000,1,9,10
653,camel-case,C++,1,1000,1,9,10
654,coin-sums,C++,1,1000,1,9,10
655,cut-vector,C++,1,1000,1,9,10
656,dice-game,C++,1,1000,1,9,10
657,find-pair,C++,1,1000,1,9,10
658,fizz-buzz,C++,1,1000,1,9,10
659,fuel-cost,C++,1,1000,1,9,10
660,gcd,C++,1,1000,1,9,10
661,indices-of-substring,C++,1,1000,1,9,10
662,leaders,C++,1,1000,1,9,10
663,luhn,C++,1,1000,1,9,10
664,mastermind,C++,1,1000,1,9,10
665,middle-character,C++,1,1000,1,9,10
666,paired-digits,C++,1,1000,1,9,10
667,shopping-list,C++,1,1000,1,9,10
668,snow-day,C++,1,1000,1,9,10
669,solve-boolean,C++,1,1000,1,9,10
670,spin-words,C++,1,1000,1,9,10
671,square-digits,C++,1,1000,1,9,10
672,substitution-cipher,C++,1,1000,1,9,10
673,twitter,C++,1,1000,1,9,10
674,vector-distance,C++,1,1000,1,9,10
675,basement,Python,1,1000,1,9,10
676,bouncing-balls,Python,1,1000,1,9,10
677,bowling,Python,1,1000,1,9,10
678,camel-case,Python,1,1000,1,9,10
679,coin-sums,Python,1,1000,1,9,10
680,cut-vector,Python,1,1000,1,9,10
681,dice-game,Python,1,1000,1,9,10
682,find-pair,Python,1,1000,1,9,10
683,fizz-buzz,Python,1,1000,1,9,10
684,fuel-cost,Python,1,1000,1,9,10
685,gcd,Python,1,1000,1,9,10
686,indices-of-substring,Python,1,1000,1,9,10
687,leaders,Python,1,1000,1,9,10
688,luhn,Python,1,1000,1,9,10
689,mastermind,Python,1,1000,1,9,10
690,middle-character,Python,1,1000,1,9,10
691,paired-digits,Python,1,1000,1,9,10
692,shopping-list,Python,1,1000,1,9,10
693,snow-day,Python,1,1000,1,9,10
694,solve-boolean,Python,1,1000,1,9,10
695,spin-words,Python,1,1000,1,9,10
696,square-digits,Python,1,1000,1,9,10
697,substitution-cipher,Python,1,1000,1,9,10
698,twitter,Python,1,1000,1,9,10
699,vector-distance,Python,1,1000,1,9,10
700,basement,C++,1,1000,1,10,10
701,bouncing-balls,C++,1,1000,1,10,10
702,bowling,C++,1,1000,1,10,10
703,camel-case,C++,1,1000,1,10,10
704,coin-sums,C++,1,1000,1,10,10
705,cut-vector,C++,1,1000,1,10,10
706,dice-game,C++,1,1000,1,10,10
707,find-pair,C++,1,1000,1,10,10
708,fizz-buzz,C++,1,1000,1,10,10
709,fuel-cost,C++,1,1000,1,10,10
710,gcd,C++,1,1000,1,10,10
711,indices-of-substring,C++,1,1000,1,10,10
712,leaders,C++,1,1000,1,10,10
713,luhn,C++,1,1000,1,10,10
714,mastermind,C++,1,1000,1,10,10
715,middle-character,C++,1,1000,1,10,10
716,paired-digits,C++,1,1000,1,10,10
717,shopping-list,C++,1,1000,1,10,10
718,snow-day,C++,1,1000,1,10,10
719,solve-boolean,C++,1,1000,1,10,10
720,spin-words,C++,1,1000,1,10,10
721,square-digits,C++,1,1000,1,10,10
722,substitution-cipher,C++,1,1000,1,10,10
723,twitter,C++,1,1000,1,10,10
724,vector-distance,C++,1,1000,1,10,10
725,basement,Python,1,1000,1,10,10
726,bouncing-balls,Python,1,1000,1,10,10
727,bowling,Python,1,1000,1,10,10
728,camel-case,Python,1,1000,1,10,10
729,coin-sums,Python,1,1000,1,10,10
730,cut-vector,Python,1,1000,1,10,10
731,dice-game,Python,1,1000,1,10,10
732,find-pair,Python,1,1000,1,10,10
733,fizz-buzz,Python,1,1000,1,10,10
734,fuel-cost,Python,1,1000,1,10,10
735,gcd,Python,1,1000,1,10,10
736,indices-of-substring,Python,1,1000,1,10,10
737,leaders,Python,1,1000,1,10,10
738,luhn,Python,1,1000,1,10,10
739,mastermind,Python,1,1000,1,10,10
740,middle-character,Python,1,1000,1,10,10
741,paired-digits,Python,1,1000,1,10,10
742,shopping-list,Python,1,1000,1,10,10
743,snow-day,Python,1,1000,1,10,10
744,solve-boolean,Python,1,1000,1,10,10
745,spin-words,Python,1,1000,1,10,10
746,square-digits,Python,1,1000,1,10,10
747,substitution-cipher,Python,1,1000,1,10,10
748,twitter,Python,1,1000,1,10,10
749,vector-distance,Python,1,1000,1,10,10
